p_partkey,p_name,p_mfgr,p_category,p_brand1,p_color,p_type,p_size,p_container
11302,linen peru,MFGR#1,MFGR#14,MFGR#1432,drab,ECONOMY ANODIZED TIN,17,MED BAG
11303,violet black,MFGR#3,MFGR#34,MFGR#345,brown,SMALL BURNISHED STEEL,39,JUMBO JAR
11304,honeydew chiffon,MFGR#4,MFGR#41,MFGR#4114,beige,MEDIUM PLATED COPPER,22,LG DRUM
11305,white moccasin,MFGR#2,MFGR#22,MFGR#2235,chiffon,PROMO POLISHED NICKEL,50,JUMBO CAN
11306,black lace,MFGR#4,MFGR#44,MFGR#4428,puff,STANDARD ANODIZED COPPER,40,JUMBO PACK
11307,goldenrod peach,MFGR#2,MFGR#22,MFGR#2232,almond,SMALL BRUSHED STEEL,1,LG BOX
11308,indian burlywood,MFGR#2,MFGR#21,MFGR#2117,rosy,STANDARD PLATED BRASS,7,MED BAG
11309,sky red,MFGR#4,MFGR#41,MFGR#4129,snow,ECONOMY BRUSHED TIN,15,JUMBO JAR
11310,orange drab,MFGR#3,MFGR#33,MFGR#3331,midnight,LARGE ANODIZED TIN,47,MED CASE
11311,grey hot,MFGR#5,MFGR#55,MFGR#5510,olive,LARGE ANODIZED COPPER,14,LG BAG
11312,chiffon tan,MFGR#3,MFGR#33,MFGR#3334,seashell,PROMO ANODIZED BRASS,25,WRAP JAR
11313,navajo cornsilk,MFGR#2,MFGR#25,MFGR#2529,chiffon,LARGE PLATED BRASS,38,WRAP BOX
11314,rose plum,MFGR#4,MFGR#45,MFGR#452,goldenrod,STANDARD PLATED NICKEL,14,WRAP PKG
11315,mint black,MFGR#5,MFGR#53,MFGR#5315,light,PROMO BRUSHED COPPER,29,WRAP CASE
11316,cream honeydew,MFGR#3,MFGR#31,MFGR#3128,orange,PROMO PLATED TIN,27,WRAP PACK
11317,burlywood orange,MFGR#3,MFGR#35,MFGR#3514,midnight,MEDIUM PLATED BRASS,49,SM CASE
11318,orange powder,MFGR#4,MFGR#42,MFGR#4223,coral,STANDARD ANODIZED STEEL,27,JUMBO BOX
11319,linen orchid,MFGR#5,MFGR#51,MFGR#5111,rose,SMALL POLISHED BRASS,6,MED JAR
11320,lime green,MFGR#4,MFGR#44,MFGR#4420,linen,STANDARD ANODIZED NICKEL,17,WRAP CAN
11321,hot azure,MFGR#1,MFGR#13,MFGR#138,sienna,MEDIUM BURNISHED STEEL,38,LG JAR
11322,ghost dodger,MFGR#1,MFGR#15,MFGR#1511,lace,STANDARD BURNISHED COPPER,34,SM CAN
11323,cream light,MFGR#5,MFGR#55,MFGR#5515,forest,STANDARD PLATED TIN,22,JUMBO CAN
11324,moccasin ivory,MFGR#2,MFGR#23,MFGR#2321,gainsboro,PROMO POLISHED NICKEL,47,WRAP JAR
11325,moccasin firebrick,MFGR#2,MFGR#24,MFGR#2430,midnight,PROMO BRUSHED COPPER,38,LG CAN
11326,smoke chocolate,MFGR#1,MFGR#14,MFGR#1415,linen,ECONOMY BURNISHED STEEL,19,JUMBO CAN
11327,navajo thistle,MFGR#5,MFGR#54,MFGR#542,floral,SMALL BURNISHED NICKEL,26,MED PKG
11328,dim metallic,MFGR#2,MFGR#22,MFGR#223,mint,ECONOMY PLATED BRASS,35,SM CASE
11329,olive lawn,MFGR#2,MFGR#25,MFGR#2537,papaya,SMALL BURNISHED STEEL,9,MED JAR
11330,blanched blush,MFGR#2,MFGR#24,MFGR#2428,lime,SMALL BURNISHED NICKEL,29,SM DRUM
11331,grey pink,MFGR#3,MFGR#31,MFGR#3137,black,MEDIUM BRUSHED STEEL,21,LG CAN
11332,bisque dim,MFGR#2,MFGR#25,MFGR#2519,burlywood,LARGE ANODIZED TIN,48,JUMBO JAR
11333,dim midnight,MFGR#2,MFGR#21,MFGR#2128,floral,ECONOMY BRUSHED TIN,16,WRAP PACK
11334,deep snow,MFGR#4,MFGR#44,MFGR#448,antique,MEDIUM BRUSHED TIN,38,WRAP PKG
11335,orchid azure,MFGR#4,MFGR#45,MFGR#4530,burnished,SMALL POLISHED TIN,42,SM PKG
11336,blanched chartreuse,MFGR#1,MFGR#12,MFGR#1226,honeydew,PROMO PLATED COPPER,45,JUMBO CASE
11337,khaki brown,MFGR#2,MFGR#22,MFGR#2230,lime,MEDIUM POLISHED COPPER,1,JUMBO CAN
11338,lemon dark,MFGR#1,MFGR#12,MFGR#122,burnished,LARGE POLISHED NICKEL,46,LG CAN
11339,brown purple,MFGR#1,MFGR#13,MFGR#1327,tan,ECONOMY ANODIZED NICKEL,2,MED JAR
11340,spring black,MFGR#5,MFGR#52,MFGR#525,tomato,PROMO BRUSHED COPPER,37,LG DRUM
11341,ghost cornsilk,MFGR#3,MFGR#33,MFGR#3311,burnished,ECONOMY BURNISHED BRASS,25,JUMBO JAR
11342,saddle navajo,MFGR#1,MFGR#14,MFGR#147,slate,PROMO ANODIZED STEEL,28,JUMBO DRUM
11343,blue saddle,MFGR#5,MFGR#51,MFGR#5123,antique,MEDIUM BURNISHED STEEL,48,LG BAG
11344,burlywood indian,MFGR#2,MFGR#23,MFGR#235,blue,LARGE BURNISHED NICKEL,50,SM JAR
11345,dim sky,MFGR#4,MFGR#44,MFGR#4437,black,SMALL BRUSHED STEEL,46,LG PKG
11346,goldenrod sandy,MFGR#5,MFGR#55,MFGR#557,lime,MEDIUM PLATED STEEL,35,WRAP CAN
11347,lemon brown,MFGR#3,MFGR#31,MFGR#3122,olive,ECONOMY PLATED NICKEL,38,MED DRUM
11348,blue cyan,MFGR#2,MFGR#25,MFGR#2514,maroon,PROMO BURNISHED STEEL,34,WRAP CASE
11349,light aquamarine,MFGR#3,MFGR#32,MFGR#321,seashell,PROMO BRUSHED STEEL,4,MED BOX
11350,dark blue,MFGR#2,MFGR#22,MFGR#2211,cyan,MEDIUM POLISHED TIN,19,LG BAG
11351,puff dim,MFGR#1,MFGR#13,MFGR#1327,peach,LARGE POLISHED COPPER,25,LG BAG
11352,black slate,MFGR#1,MFGR#15,MFGR#1525,dark,ECONOMY POLISHED COPPER,13,MED PKG
11353,pale seashell,MFGR#3,MFGR#31,MFGR#3136,ivory,STANDARD BURNISHED STEEL,24,JUMBO CAN
11354,pale cornsilk,MFGR#3,MFGR#33,MFGR#338,hot,LARGE PLATED COPPER,33,LG BAG
11355,khaki magenta,MFGR#1,MFGR#12,MFGR#1239,indian,STANDARD ANODIZED STEEL,5,JUMBO JAR
11356,cornsilk burnished,MFGR#1,MFGR#11,MFGR#116,seashell,SMALL PLATED COPPER,44,LG JAR
11357,tomato puff,MFGR#5,MFGR#52,MFGR#5240,lime,ECONOMY PLATED BRASS,17,SM BOX
11358,floral almond,MFGR#3,MFGR#35,MFGR#3521,metallic,PROMO POLISHED NICKEL,8,WRAP PACK
11359,wheat green,MFGR#4,MFGR#43,MFGR#4340,blanched,LARGE POLISHED COPPER,8,MED PACK
11360,royal powder,MFGR#4,MFGR#45,MFGR#456,turquoise,LARGE ANODIZED NICKEL,17,WRAP PKG
11361,blanched beige,MFGR#2,MFGR#25,MFGR#2522,indian,ECONOMY PLATED COPPER,20,LG JAR
11362,dark medium,MFGR#4,MFGR#44,MFGR#4423,bisque,LARGE ANODIZED TIN,40,JUMBO BAG
11363,turquoise cornflower,MFGR#4,MFGR#42,MFGR#4215,olive,LARGE ANODIZED TIN,20,JUMBO PACK
11364,saddle rose,MFGR#2,MFGR#21,MFGR#2117,ivory,LARGE POLISHED TIN,2,JUMBO BAG
11365,rose salmon,MFGR#3,MFGR#31,MFGR#3126,khaki,MEDIUM POLISHED NICKEL,41,MED BOX
11366,lemon honeydew,MFGR#2,MFGR#24,MFGR#2440,medium,PROMO BURNISHED NICKEL,18,LG CASE
11367,goldenrod royal,MFGR#4,MFGR#43,MFGR#4331,lawn,LARGE BURNISHED BRASS,27,MED BAG
11368,ghost peru,MFGR#3,MFGR#34,MFGR#3415,grey,SMALL ANODIZED TIN,40,SM BAG
11369,turquoise sandy,MFGR#1,MFGR#13,MFGR#1314,blush,STANDARD BRUSHED BRASS,1,MED CAN
11370,lawn burnished,MFGR#1,MFGR#14,MFGR#1435,thistle,STANDARD PLATED STEEL,48,SM DRUM
11371,drab peach,MFGR#2,MFGR#21,MFGR#2129,papaya,ECONOMY BURNISHED COPPER,37,MED BOX
11372,blush aquamarine,MFGR#4,MFGR#45,MFGR#4533,lace,PROMO ANODIZED NICKEL,21,MED DRUM
11373,gainsboro burlywood,MFGR#2,MFGR#25,MFGR#255,forest,ECONOMY BURNISHED COPPER,31,MED PKG
11374,blanched deep,MFGR#1,MFGR#15,MFGR#1535,firebrick,PROMO BURNISHED TIN,4,WRAP BAG
11375,blush white,MFGR#1,MFGR#13,MFGR#1331,chocolate,ECONOMY ANODIZED BRASS,4,MED BOX
11376,almond lace,MFGR#1,MFGR#13,MFGR#1310,gainsboro,ECONOMY BRUSHED COPPER,44,LG JAR
11377,thistle medium,MFGR#3,MFGR#32,MFGR#3229,royal,MEDIUM POLISHED TIN,6,WRAP PACK
11378,sky navajo,MFGR#4,MFGR#41,MFGR#4118,almond,STANDARD BRUSHED BRASS,4,WRAP CASE
11379,mint burlywood,MFGR#5,MFGR#53,MFGR#5322,forest,SMALL BRUSHED TIN,2,LG CAN
11380,powder dodger,MFGR#5,MFGR#51,MFGR#5118,metallic,ECONOMY BRUSHED BRASS,27,LG PACK
11381,rose coral,MFGR#4,MFGR#43,MFGR#4339,metallic,MEDIUM POLISHED BRASS,45,WRAP BOX
11382,peach white,MFGR#5,MFGR#55,MFGR#555,frosted,STANDARD BRUSHED NICKEL,2,JUMBO DRUM
11383,chocolate powder,MFGR#2,MFGR#23,MFGR#2326,salmon,ECONOMY POLISHED COPPER,37,MED JAR
11384,firebrick coral,MFGR#1,MFGR#15,MFGR#1514,ghost,STANDARD POLISHED BRASS,15,JUMBO CAN
11385,olive khaki,MFGR#5,MFGR#54,MFGR#5423,snow,LARGE BRUSHED COPPER,37,MED CAN
11386,azure rose,MFGR#2,MFGR#22,MFGR#2236,sienna,STANDARD BRUSHED TIN,9,MED PKG
11387,tan turquoise,MFGR#1,MFGR#11,MFGR#118,maroon,ECONOMY ANODIZED STEEL,17,WRAP PKG
11388,aquamarine papaya,MFGR#4,MFGR#44,MFGR#447,rosy,MEDIUM ANODIZED BRASS,32,SM CASE
11389,coral peach,MFGR#1,MFGR#13,MFGR#1330,maroon,PROMO PLATED NICKEL,25,MED BAG
11390,chartreuse purple,MFGR#4,MFGR#44,MFGR#442,chocolate,PROMO BRUSHED NICKEL,11,WRAP BAG
11391,tan cornflower,MFGR#5,MFGR#55,MFGR#552,misty,MEDIUM ANODIZED BRASS,26,MED CAN
11392,ghost peru,MFGR#4,MFGR#43,MFGR#4335,blue,PROMO ANODIZED NICKEL,19,SM BOX
11393,lace dim,MFGR#3,MFGR#34,MFGR#3422,light,ECONOMY BURNISHED TIN,41,SM JAR
11394,lime ivory,MFGR#1,MFGR#12,MFGR#1234,lace,STANDARD POLISHED STEEL,39,WRAP CASE
11395,papaya goldenrod,MFGR#1,MFGR#14,MFGR#1437,misty,PROMO POLISHED COPPER,33,MED PKG
11396,orange aquamarine,MFGR#5,MFGR#52,MFGR#5231,powder,SMALL PLATED NICKEL,3,MED DRUM
11397,cornsilk orange,MFGR#3,MFGR#34,MFGR#349,medium,MEDIUM ANODIZED TIN,49,LG DRUM
11398,powder deep,MFGR#1,MFGR#11,MFGR#1112,chocolate,PROMO PLATED NICKEL,11,WRAP PACK
11399,chocolate cornflower,MFGR#4,MFGR#42,MFGR#421,maroon,PROMO BRUSHED COPPER,30,WRAP PKG
11400,drab purple,MFGR#2,MFGR#22,MFGR#2237,mint,MEDIUM BRUSHED BRASS,15,MED PACK
11401,violet burnished,MFGR#2,MFGR#25,MFGR#2533,steel,PROMO ANODIZED COPPER,43,SM PACK
11402,floral maroon,MFGR#2,MFGR#24,MFGR#244,dark,LARGE POLISHED TIN,4,LG CAN
11403,goldenrod chocolate,MFGR#4,MFGR#45,MFGR#458,tomato,MEDIUM BRUSHED BRASS,17,WRAP BAG
11404,salmon rosy,MFGR#5,MFGR#53,MFGR#5313,pink,MEDIUM BURNISHED COPPER,26,LG JAR
11405,indian azure,MFGR#4,MFGR#42,MFGR#429,cornsilk,MEDIUM BRUSHED BRASS,28,JUMBO JAR
11406,blush violet,MFGR#3,MFGR#34,MFGR#3439,khaki,STANDARD ANODIZED NICKEL,38,MED DRUM
11407,lemon chocolate,MFGR#3,MFGR#31,MFGR#3128,black,STANDARD ANODIZED BRASS,35,JUMBO PACK
11408,steel misty,MFGR#2,MFGR#22,MFGR#227,floral,LARGE BRUSHED COPPER,45,LG CAN
11409,olive white,MFGR#3,MFGR#32,MFGR#3234,beige,MEDIUM ANODIZED STEEL,40,LG CASE
11410,lawn saddle,MFGR#3,MFGR#33,MFGR#3323,cornflower,SMALL BRUSHED STEEL,6,LG BAG
11411,plum antique,MFGR#2,MFGR#24,MFGR#2427,aquamarine,STANDARD BURNISHED COPPER,45,LG CAN
11412,slate hot,MFGR#5,MFGR#52,MFGR#5225,linen,PROMO BURNISHED NICKEL,27,SM DRUM
11413,slate orchid,MFGR#2,MFGR#21,MFGR#2127,brown,STANDARD POLISHED COPPER,27,SM BOX
11414,lace orange,MFGR#3,MFGR#31,MFGR#3112,slate,MEDIUM BURNISHED TIN,21,WRAP DRUM
11415,beige sienna,MFGR#2,MFGR#25,MFGR#2533,navajo,ECONOMY PLATED COPPER,43,JUMBO DRUM
11416,pink slate,MFGR#4,MFGR#42,MFGR#4233,dodger,MEDIUM ANODIZED NICKEL,7,JUMBO CASE
11417,snow spring,MFGR#5,MFGR#51,MFGR#5130,coral,PROMO PLATED COPPER,43,MED JAR
11418,antique gainsboro,MFGR#1,MFGR#15,MFGR#1528,powder,STANDARD PLATED NICKEL,10,WRAP CASE
11419,beige puff,MFGR#1,MFGR#11,MFGR#116,purple,ECONOMY POLISHED STEEL,43,WRAP CASE
11420,olive burnished,MFGR#3,MFGR#34,MFGR#3417,thistle,STANDARD BURNISHED NICKEL,12,SM PKG
11421,midnight plum,MFGR#5,MFGR#53,MFGR#5328,salmon,MEDIUM PLATED BRASS,50,LG DRUM
11422,smoke tomato,MFGR#2,MFGR#21,MFGR#2140,blanched,PROMO ANODIZED TIN,33,MED PKG
11423,burnished cornsilk,MFGR#3,MFGR#35,MFGR#3536,rosy,ECONOMY BURNISHED TIN,45,JUMBO CASE
11424,floral drab,MFGR#1,MFGR#12,MFGR#129,cream,MEDIUM PLATED STEEL,12,SM PACK
11425,light yellow,MFGR#1,MFGR#15,MFGR#1534,cream,SMALL POLISHED TIN,2,WRAP BAG
11426,coral blanched,MFGR#5,MFGR#55,MFGR#5514,magenta,LARGE PLATED COPPER,29,JUMBO DRUM
11427,dodger lemon,MFGR#2,MFGR#24,MFGR#2421,papaya,SMALL BRUSHED STEEL,21,WRAP PACK
11428,sky bisque,MFGR#1,MFGR#13,MFGR#136,misty,ECONOMY BRUSHED TIN,5,MED PKG
11429,almond bisque,MFGR#4,MFGR#45,MFGR#4526,hot,ECONOMY BRUSHED STEEL,13,MED PACK
11430,hot chiffon,MFGR#4,MFGR#43,MFGR#4313,blanched,MEDIUM ANODIZED TIN,11,MED DRUM
11431,antique peach,MFGR#3,MFGR#34,MFGR#3426,almond,ECONOMY BURNISHED COPPER,32,WRAP DRUM
11432,pink green,MFGR#1,MFGR#13,MFGR#1314,cornsilk,ECONOMY PLATED STEEL,46,MED CASE
11433,lemon goldenrod,MFGR#2,MFGR#24,MFGR#2423,thistle,LARGE BURNISHED STEEL,19,LG PKG
11434,medium papaya,MFGR#4,MFGR#43,MFGR#4326,cream,ECONOMY ANODIZED TIN,40,MED BOX
11435,lace pink,MFGR#1,MFGR#13,MFGR#1319,chocolate,STANDARD POLISHED NICKEL,29,LG PACK
11436,misty lemon,MFGR#1,MFGR#11,MFGR#1122,antique,MEDIUM BURNISHED STEEL,48,SM CAN
11437,frosted royal,MFGR#5,MFGR#52,MFGR#527,linen,MEDIUM ANODIZED TIN,20,WRAP CAN
11438,rose bisque,MFGR#5,MFGR#55,MFGR#557,goldenrod,SMALL BURNISHED STEEL,20,LG BAG
11439,orange cream,MFGR#5,MFGR#54,MFGR#545,olive,MEDIUM BRUSHED COPPER,18,MED PACK
11440,lavender firebrick,MFGR#1,MFGR#15,MFGR#1525,peach,MEDIUM ANODIZED BRASS,29,JUMBO CASE
11441,frosted firebrick,MFGR#5,MFGR#55,MFGR#5522,seashell,SMALL BURNISHED COPPER,46,MED CASE
11442,beige aquamarine,MFGR#2,MFGR#23,MFGR#2319,cornsilk,SMALL ANODIZED TIN,25,MED BAG
11443,orange forest,MFGR#2,MFGR#23,MFGR#2340,turquoise,MEDIUM POLISHED COPPER,8,SM PKG
11444,ghost lemon,MFGR#5,MFGR#53,MFGR#539,grey,ECONOMY POLISHED BRASS,37,LG CAN
11445,dark coral,MFGR#2,MFGR#24,MFGR#2439,lavender,LARGE POLISHED COPPER,5,SM DRUM
11446,lawn violet,MFGR#4,MFGR#43,MFGR#4329,dim,MEDIUM PLATED STEEL,37,SM CASE
11447,orchid lavender,MFGR#1,MFGR#12,MFGR#1222,plum,SMALL BRUSHED BRASS,28,LG CASE
11448,goldenrod deep,MFGR#5,MFGR#54,MFGR#542,grey,STANDARD POLISHED NICKEL,24,LG CAN
11449,orange misty,MFGR#2,MFGR#24,MFGR#246,goldenrod,STANDARD PLATED NICKEL,49,LG PKG
11450,smoke olive,MFGR#4,MFGR#41,MFGR#415,hot,STANDARD POLISHED TIN,1,MED JAR
11451,salmon metallic,MFGR#5,MFGR#54,MFGR#5435,lavender,SMALL BURNISHED STEEL,10,LG CASE
11452,lemon steel,MFGR#5,MFGR#51,MFGR#5110,rose,SMALL BURNISHED NICKEL,49,MED BOX
11453,brown tan,MFGR#3,MFGR#34,MFGR#3426,dodger,MEDIUM ANODIZED BRASS,38,WRAP BOX
11454,peach papaya,MFGR#4,MFGR#43,MFGR#4313,puff,STANDARD BRUSHED BRASS,10,JUMBO PACK
11455,grey magenta,MFGR#4,MFGR#45,MFGR#4537,pale,SMALL BRUSHED TIN,13,LG CASE
11456,sienna spring,MFGR#2,MFGR#22,MFGR#2233,salmon,STANDARD PLATED TIN,36,WRAP BOX
11457,powder bisque,MFGR#1,MFGR#12,MFGR#121,drab,STANDARD POLISHED TIN,47,JUMBO BAG
11458,royal cyan,MFGR#2,MFGR#24,MFGR#2426,cornsilk,STANDARD BRUSHED TIN,36,SM BOX
11459,azure lime,MFGR#5,MFGR#52,MFGR#527,burlywood,ECONOMY PLATED TIN,17,WRAP BOX
11460,frosted sandy,MFGR#1,MFGR#13,MFGR#1332,honeydew,ECONOMY BURNISHED BRASS,34,JUMBO DRUM
11461,sandy cyan,MFGR#2,MFGR#24,MFGR#249,sky,PROMO ANODIZED BRASS,10,MED BAG
11462,forest yellow,MFGR#1,MFGR#11,MFGR#1138,indian,LARGE ANODIZED NICKEL,41,WRAP BOX
11463,cornflower coral,MFGR#2,MFGR#23,MFGR#2324,khaki,STANDARD PLATED NICKEL,20,SM DRUM
11464,red rosy,MFGR#2,MFGR#22,MFGR#2230,antique,MEDIUM BURNISHED TIN,25,MED CASE
11465,moccasin midnight,MFGR#3,MFGR#31,MFGR#3113,goldenrod,MEDIUM ANODIZED STEEL,36,SM CAN
11466,brown papaya,MFGR#1,MFGR#13,MFGR#1333,burnished,SMALL BRUSHED COPPER,27,JUMBO PKG
11467,royal grey,MFGR#1,MFGR#11,MFGR#1125,steel,PROMO POLISHED NICKEL,3,JUMBO DRUM
11468,bisque blanched,MFGR#3,MFGR#31,MFGR#3111,black,PROMO ANODIZED COPPER,13,WRAP CAN
11469,coral ghost,MFGR#1,MFGR#14,MFGR#1415,orange,MEDIUM BURNISHED NICKEL,13,SM BAG
11470,beige sienna,MFGR#4,MFGR#43,MFGR#436,chiffon,STANDARD PLATED NICKEL,3,WRAP BAG
11471,turquoise light,MFGR#4,MFGR#45,MFGR#4536,spring,PROMO ANODIZED COPPER,14,WRAP DRUM
11472,burlywood seashell,MFGR#1,MFGR#13,MFGR#1335,ivory,STANDARD ANODIZED STEEL,50,LG BOX
11473,royal blanched,MFGR#3,MFGR#34,MFGR#3431,cornflower,LARGE ANODIZED TIN,9,LG PACK
11474,cyan magenta,MFGR#5,MFGR#51,MFGR#5115,khaki,ECONOMY BURNISHED COPPER,40,MED CASE
11475,cream moccasin,MFGR#2,MFGR#25,MFGR#2527,bisque,LARGE BURNISHED TIN,29,WRAP PACK
11476,misty almond,MFGR#4,MFGR#41,MFGR#412,linen,ECONOMY POLISHED TIN,43,WRAP CASE
11477,chocolate light,MFGR#1,MFGR#12,MFGR#1240,misty,MEDIUM PLATED NICKEL,21,MED PACK
11478,powder burlywood,MFGR#2,MFGR#21,MFGR#213,green,LARGE PLATED BRASS,16,MED PACK
11479,olive burnished,MFGR#3,MFGR#32,MFGR#3236,dodger,PROMO BURNISHED STEEL,22,JUMBO PACK
11480,seashell plum,MFGR#2,MFGR#24,MFGR#2422,pale,ECONOMY POLISHED COPPER,19,SM JAR
11481,frosted white,MFGR#5,MFGR#55,MFGR#5526,peru,SMALL BRUSHED NICKEL,10,SM CASE
11482,burlywood beige,MFGR#1,MFGR#12,MFGR#1212,drab,ECONOMY BURNISHED COPPER,42,MED PKG
11483,azure olive,MFGR#1,MFGR#14,MFGR#141,lemon,STANDARD ANODIZED BRASS,43,LG CAN
11484,magenta midnight,MFGR#2,MFGR#25,MFGR#255,green,PROMO BRUSHED STEEL,10,LG DRUM
11485,navy metallic,MFGR#4,MFGR#42,MFGR#426,sienna,ECONOMY PLATED COPPER,16,WRAP CASE
11486,plum aquamarine,MFGR#5,MFGR#51,MFGR#514,cyan,STANDARD ANODIZED NICKEL,22,JUMBO CASE
11487,pale light,MFGR#2,MFGR#22,MFGR#2234,lawn,LARGE ANODIZED STEEL,10,JUMBO PACK
11488,blush firebrick,MFGR#3,MFGR#31,MFGR#3126,ivory,STANDARD PLATED NICKEL,29,SM BAG
11489,aquamarine floral,MFGR#1,MFGR#12,MFGR#1224,azure,LARGE POLISHED NICKEL,3,SM CASE
11490,floral antique,MFGR#3,MFGR#33,MFGR#3329,maroon,MEDIUM ANODIZED NICKEL,49,JUMBO BOX
11491,green cornflower,MFGR#1,MFGR#11,MFGR#116,brown,STANDARD BRUSHED TIN,12,JUMBO PKG
11492,royal grey,MFGR#4,MFGR#44,MFGR#4439,smoke,SMALL BRUSHED NICKEL,9,WRAP CAN
11493,goldenrod plum,MFGR#3,MFGR#32,MFGR#3235,deep,LARGE BURNISHED TIN,5,MED PACK
11494,blush frosted,MFGR#2,MFGR#25,MFGR#2534,grey,LARGE ANODIZED NICKEL,5,LG PKG
11495,gainsboro lemon,MFGR#2,MFGR#21,MFGR#2129,rose,SMALL BURNISHED TIN,49,SM JAR
11496,goldenrod floral,MFGR#3,MFGR#35,MFGR#3535,cyan,MEDIUM POLISHED TIN,27,JUMBO BOX
11497,lime drab,MFGR#4,MFGR#42,MFGR#4238,indian,LARGE BURNISHED STEEL,6,MED CASE
11498,drab midnight,MFGR#5,MFGR#55,MFGR#5524,thistle,ECONOMY PLATED TIN,37,JUMBO CAN
11499,forest dim,MFGR#3,MFGR#33,MFGR#336,steel,STANDARD PLATED COPPER,30,MED CAN
11500,chiffon seashell,MFGR#4,MFGR#43,MFGR#4316,lemon,ECONOMY BRUSHED TIN,35,MED BOX
11501,moccasin beige,MFGR#5,MFGR#53,MFGR#5312,navy,LARGE BRUSHED TIN,21,LG BAG
11502,lace steel,MFGR#5,MFGR#55,MFGR#5527,cream,PROMO BRUSHED COPPER,37,WRAP BOX
11503,navy dark,MFGR#1,MFGR#13,MFGR#1338,peach,SMALL PLATED BRASS,24,SM BOX
11504,hot pale,MFGR#4,MFGR#42,MFGR#4225,tomato,SMALL PLATED BRASS,33,JUMBO DRUM
11505,antique honeydew,MFGR#4,MFGR#42,MFGR#4214,drab,MEDIUM BURNISHED STEEL,42,MED JAR
11506,honeydew mint,MFGR#3,MFGR#32,MFGR#3214,purple,PROMO BRUSHED BRASS,10,WRAP BAG
11507,linen bisque,MFGR#4,MFGR#44,MFGR#446,sienna,SMALL BURNISHED COPPER,30,MED PKG
11508,turquoise coral,MFGR#4,MFGR#42,MFGR#422,yellow,ECONOMY BRUSHED NICKEL,11,MED CAN
11509,slate azure,MFGR#5,MFGR#51,MFGR#5131,gainsboro,SMALL BURNISHED NICKEL,14,WRAP JAR
11510,rose ivory,MFGR#4,MFGR#42,MFGR#4240,drab,LARGE BRUSHED BRASS,30,LG BOX
11511,antique dodger,MFGR#5,MFGR#55,MFGR#552,powder,ECONOMY BRUSHED COPPER,19,MED PKG
11512,lemon cornflower,MFGR#2,MFGR#25,MFGR#2519,dark,SMALL BRUSHED STEEL,21,MED PKG
11513,saddle wheat,MFGR#1,MFGR#14,MFGR#1432,khaki,LARGE PLATED TIN,18,MED JAR
11514,rosy black,MFGR#2,MFGR#22,MFGR#2228,purple,STANDARD POLISHED COPPER,28,SM JAR
11515,ghost purple,MFGR#4,MFGR#43,MFGR#434,powder,PROMO POLISHED NICKEL,27,LG JAR
11516,thistle ghost,MFGR#2,MFGR#24,MFGR#2414,peach,ECONOMY ANODIZED STEEL,23,MED BAG
11517,saddle lime,MFGR#2,MFGR#23,MFGR#2331,coral,SMALL PLATED TIN,8,WRAP BAG
11518,cornsilk plum,MFGR#5,MFGR#54,MFGR#542,powder,ECONOMY ANODIZED NICKEL,16,SM JAR
11519,burnished wheat,MFGR#5,MFGR#52,MFGR#5240,peru,ECONOMY POLISHED BRASS,38,JUMBO DRUM
11520,chocolate lace,MFGR#3,MFGR#32,MFGR#3238,medium,STANDARD POLISHED NICKEL,46,MED DRUM
11521,honeydew indian,MFGR#3,MFGR#34,MFGR#3416,bisque,ECONOMY ANODIZED STEEL,36,JUMBO PACK
11522,lace orchid,MFGR#2,MFGR#21,MFGR#212,salmon,ECONOMY BURNISHED NICKEL,30,LG CAN
11523,dim honeydew,MFGR#5,MFGR#55,MFGR#5513,cyan,STANDARD BURNISHED STEEL,50,WRAP PKG
11524,lace pink,MFGR#3,MFGR#33,MFGR#3321,turquoise,SMALL BRUSHED STEEL,18,LG CASE
11525,ivory brown,MFGR#4,MFGR#41,MFGR#4122,yellow,STANDARD PLATED TIN,22,LG DRUM
11526,khaki chocolate,MFGR#5,MFGR#55,MFGR#5538,smoke,LARGE BRUSHED BRASS,10,MED PACK
11527,cornflower burnished,MFGR#5,MFGR#55,MFGR#5525,white,ECONOMY BRUSHED STEEL,20,JUMBO PKG
11528,almond ivory,MFGR#1,MFGR#11,MFGR#1140,aquamarine,ECONOMY PLATED NICKEL,13,MED PKG
11529,dark purple,MFGR#4,MFGR#45,MFGR#4521,forest,LARGE BRUSHED COPPER,18,LG BOX
11530,burnished green,MFGR#4,MFGR#42,MFGR#4231,indian,PROMO POLISHED BRASS,39,JUMBO BAG
11531,blue navy,MFGR#4,MFGR#42,MFGR#4213,goldenrod,SMALL PLATED TIN,28,LG CASE
11532,tomato orchid,MFGR#1,MFGR#14,MFGR#1426,pink,PROMO POLISHED COPPER,39,LG JAR
11533,blanched almond,MFGR#5,MFGR#51,MFGR#5129,peru,ECONOMY ANODIZED COPPER,44,JUMBO JAR
11534,yellow rosy,MFGR#2,MFGR#21,MFGR#2112,khaki,PROMO PLATED NICKEL,7,JUMBO JAR
11535,chartreuse indian,MFGR#4,MFGR#43,MFGR#4324,deep,MEDIUM POLISHED TIN,47,SM CASE
11536,black floral,MFGR#4,MFGR#43,MFGR#4338,cyan,PROMO POLISHED BRASS,9,JUMBO PACK
11537,ghost frosted,MFGR#4,MFGR#41,MFGR#4111,green,MEDIUM PLATED NICKEL,38,WRAP PACK
